"A comment should belong to either a quote item or order item.","Een opmerking hoort bij een quote item óf een order item."
"A comment cannot belong to both a quote item and order item.","Een opmerking kan niet bij zowel een quote item én een order item horen."
"A comment requires some text.","Een opmerking heeft tekst nodig."
"Place your order comment here","Opmerkingen"
"Order Item Comments","Order Item Comments"
"General Options","Algemene Opties"
Enabled,Ingeschakeld
